;A11;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;cluster
861;1;2;3;3;3;3;1;1;2;3;2;1;4;4;2;2;3;2;2;2;2;2;4;2;2;1;2;1;2;1;1;1;1;2;1;2;2;1;0
862;1;3;3;3;2;2;2;2;2;2;1;1;3;2;2;3;3;2;2;2;2;2;4;3;2;2;2;2;2;1;2;2;2;2;2;2;1;1;0
863;1;2;3;2;3;3;2;3;2;2;2;2;2;2;2;2;3;2;2;3;2;2;3;2;3;2;2;2;3;2;2;2;2;2;2;2;2;3;0
864;1;1;2;1;2;3;1;2;2;2;1;1;2;3;1;2;3;1;1;2;1;1;3;2;2;1;1;1;2;1;2;1;1;2;1;1;1;2;1
865;1;2;2;3;2;3;2;4;3;2;3;2;2;2;2;3;2;2;1;4;2;2;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;0
866;0;2;2;2;2;3;3;2;2;2;2;2;3;2;2;2;3;2;1;4;2;2;4;2;4;2;2;2;2;2;2;2;3;3;2;2;2;2;0
867;1;3;2;3;1;2;2;3;2;3;2;2;3;2;2;2;3;2;2;1;2;2;1;2;2;2;1;2;2;2;1;3;1;3;1;3;3;2;0
868;1;2;4;4;3;4;2;3;3;4;3;2;4;4;3;2;3;2;2;2;3;2;3;4;2;1;1;2;3;1;1;1;3;3;3;3;3;2;3
869;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2;3;2;2;3;3;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;0
870;1;2;2;2;2;2;1;2;3;2;2;2;3;2;2;2;2;2;2;3;3;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0
871;1;2;3;2;2;2;2;1;2;1;2;1;3;4;2;2;3;1;2;2;1;1;3;3;3;2;2;2;3;1;3;1;2;1;2;2;1;2;0
872;0;2;1;2;2;2;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
873;1;3;3;3;3;3;2;4;3;2;3;1;3;4;3;3;4;2;2;3;2;2;2;3;4;3;2;3;2;2;2;3;3;3;2;3;3;4;3
874;1;1;1;1;1;4;3;2;1;1;1;1;2;1;1;1;3;1;1;3;2;1;3;1;2;2;2;1;3;1;1;1;2;2;1;2;1;2;1
875;1;3;2;3;2;1;2;1;2;2;2;2;4;3;2;3;1;2;4;2;2;1;4;4;1;1;1;1;1;2;1;1;2;2;1;2;1;2;0
876;0;2;2;3;4;3;2;2;2;2;1;2;3;4;2;2;2;1;2;2;2;2;2;2;3;2;2;2;1;2;2;2;2;2;2;2;2;2;0
877;1;2;3;3;3;3;2;3;3;3;3;2;2;3;3;3;3;2;2;2;3;2;2;3;3;2;3;3;2;3;2;3;3;3;3;3;3;3;3
878;1;2;3;2;2;3;2;2;2;2;3;2;3;3;1;2;3;1;2;2;3;2;3;3;2;2;3;2;2;2;2;2;3;3;2;3;2;2;0
879;1;3;2;3;2;1;3;2;3;2;3;4;3;3;2;3;1;1;1;1;1;2;2;3;2;2;1;2;2;2;1;2;1;1;2;2;1;2;0
880;0;3;4;4;3;4;1;4;4;2;2;1;4;4;4;3;3;2;3;2;3;2;3;2;3;2;2;2;3;2;2;3;2;3;3;3;2;2;3
881;1;1;1;1;2;3;1;1;1;2;1;1;2;2;1;2;2;1;2;3;2;1;4;1;3;2;2;1;3;2;2;2;2;3;2;2;2;2;1
882;1;1;3;3;3;3;1;1;1;1;1;1;2;4;1;1;2;1;3;2;1;1;3;2;1;2;2;1;2;1;1;1;1;2;1;2;1;1;1
883;1;2;2;3;3;2;2;4;3;1;3;2;4;3;1;2;4;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;0
884;1;2;2;3;2;2;1;1;2;2;2;1;2;3;1;2;3;1;2;2;1;1;3;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1
885;0;3;2;3;4;4;2;3;3;4;2;2;2;4;1;3;3;3;2;3;2;1;3;2;3;1;2;1;2;1;1;3;1;2;3;3;3;3;3
886;1;2;3;3;2;3;2;2;3;2;3;2;3;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
887;1;2;2;2;1;3;1;3;2;1;2;2;2;2;2;2;2;2;2;3;2;1;3;3;3;2;2;2;3;2;2;1;2;3;2;2;2;3;0
888;1;2;2;2;2;2;3;2;2;2;2;1;3;1;1;2;2;2;1;3;2;1;3;2;1;2;1;1;1;1;2;2;2;2;1;1;2;2;1
889;1;2;2;2;1;2;1;1;2;1;2;1;3;2;1;2;1;1;1;2;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1
890;1;2;3;2;3;2;3;2;3;1;2;2;3;2;2;2;2;1;1;3;2;2;3;2;2;2;1;2;1;1;2;1;1;1;2;1;1;2;1
891;1;2;3;3;3;3;2;4;2;2;3;3;3;2;2;1;3;2;1;3;1;2;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;0
892;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
893;0;3;4;4;4;3;2;3;4;3;4;4;4;4;2;3;4;2;2;3;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3
894;0;3;3;3;3;3;4;3;3;1;3;3;3;4;3;3;3;2;1;3;2;2;2;2;2;3;2;3;2;2;2;2;3;3;2;2;2;2;3
895;1;3;3;3;2;4;2;4;2;3;4;2;3;3;2;2;3;2;2;3;3;3;3;3;4;2;2;2;2;2;2;2;2;3;3;3;2;2;3
896;1;2;3;3;3;4;2;4;4;4;2;2;4;4;1;2;2;2;1;4;2;2;2;2;4;2;2;2;1;2;1;3;2;4;2;4;4;3;3
897;0;2;4;4;4;2;3;3;4;3;4;2;4;4;4;3;4;1;2;4;3;2;3;2;4;2;2;2;3;2;2;2;3;3;3;3;3;3;3
898;1;1;3;3;2;3;3;2;2;2;2;3;2;3;2;1;3;2;3;2;1;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
899;1;1;3;3;3;3;2;1;3;3;2;2;3;3;3;2;2;1;1;2;1;2;3;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;0
900;1;2;3;3;3;4;3;4;2;2;3;1;2;3;2;1;2;1;2;3;1;1;4;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1
901;1;2;1;2;2;3;3;2;2;1;2;2;3;2;2;2;2;3;2;3;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
902;1;2;2;2;2;3;1;1;2;1;3;1;2;1;1;2;2;1;1;2;1;1;3;2;1;2;1;1;1;1;1;1;1;2;1;2;1;1;1
903;1;1;2;2;2;3;2;3;2;2;2;2;2;3;2;2;3;1;1;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
904;1;2;2;3;3;1;2;4;3;1;3;3;3;3;1;4;3;1;1;4;3;2;2;2;3;3;2;3;2;2;3;2;2;3;2;3;1;2;3
905;1;2;3;4;2;3;1;1;2;3;4;1;4;2;1;2;1;1;1;1;2;2;3;2;1;2;2;1;2;1;2;1;2;2;1;1;2;1;1
906;1;3;3;3;3;3;2;3;3;3;3;3;3;4;2;3;4;2;2;2;2;2;3;3;3;2;2;3;3;3;2;3;3;3;3;3;3;3;3
907;1;3;3;4;3;2;1;1;3;2;3;2;3;3;2;3;3;1;2;1;2;1;2;3;1;3;1;1;3;2;1;1;2;2;2;3;1;1;0
908;0;2;1;3;3;3;2;2;2;3;2;2;2;3;3;4;2;2;1;2;2;3;3;2;1;2;3;2;1;3;3;2;2;2;2;3;2;2;0
909;1;2;2;3;2;3;2;3;3;2;3;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;2;0
910;1;3;3;3;3;3;3;2;3;3;3;2;3;3;2;3;3;2;2;3;2;2;3;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;3
911;1;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2
912;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;3;2;3;3;2;4;2;3;1;2;2;2;2;1;1;2;2;2;2;2;2;0
913;1;2;2;2;2;2;2;2;3;2;2;2;2;3;2;2;3;2;2;3;2;2;3;2;3;2;2;2;2;1;2;2;2;2;2;2;2;3;0
914;1;2;3;2;3;4;2;3;3;3;3;2;3;4;2;3;3;2;1;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
915;1;2;2;2;1;3;2;2;3;1;3;2;3;4;2;2;1;1;1;2;1;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
916;1;1;2;1;1;3;1;1;1;1;2;1;2;2;1;1;1;1;2;2;1;1;4;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1
917;1;2;4;3;3;1;1;3;3;2;3;3;2;3;2;3;4;1;2;3;2;2;2;3;3;3;3;2;2;3;1;2;3;2;3;2;1;2;3
918;1;2;2;2;2;2;2;3;2;2;2;2;3;2;2;3;2;2;2;2;2;2;3;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1
919;1;3;4;4;4;3;2;2;4;4;4;4;2;4;2;4;4;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;3
920;1;2;4;2;2;2;2;2;2;2;3;2;3;3;3;2;4;2;2;2;2;2;3;2;3;2;2;3;3;2;3;2;2;3;2;3;2;2;3
921;1;2;4;4;3;2;2;2;3;2;3;1;3;4;2;3;3;2;2;4;2;2;3;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0
922;1;1;4;4;2;4;1;4;1;2;1;3;3;4;1;1;2;1;1;4;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1
923;1;2;3;2;2;4;3;4;2;4;3;3;3;2;2;1;2;2;1;2;2;3;3;2;3;2;2;3;1;3;1;3;2;2;3;2;2;3;0
924;0;4;4;4;4;2;2;4;4;3;4;4;4;4;4;4;4;2;2;2;2;2;3;4;1;3;4;3;3;4;4;3;3;4;4;4;4;4;2
925;1;2;3;3;2;3;2;2;2;2;3;3;3;3;2;2;2;2;2;3;3;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;0
926;0;2;3;4;4;4;2;4;4;4;4;4;2;4;2;2;4;2;2;3;2;2;4;2;4;2;2;2;2;2;2;2;2;3;2;3;2;4;3
927;1;2;3;3;2;3;2;3;2;2;2;2;2;3;2;2;3;2;2;3;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;0
928;1;3;3;2;2;2;4;2;2;4;1;1;3;1;2;3;2;1;2;2;1;2;3;2;1;2;2;2;2;1;2;2;2;3;2;2;2;1;0
929;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
930;0;3;4;4;4;2;3;4;4;3;4;4;4;4;4;4;4;2;2;2;3;2;2;2;4;4;4;2;2;2;2;3;3;3;4;4;4;4;2
931;0;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;3;2;2;3;2;2;2;2;0
932;1;2;2;2;2;1;3;1;2;1;2;2;2;3;2;2;1;1;1;2;2;2;3;1;2;2;2;1;2;1;1;1;2;2;1;2;1;2;1
933;0;2;3;4;4;3;2;2;3;4;2;1;4;4;4;2;3;2;2;2;2;2;3;3;2;2;2;2;2;1;2;2;1;3;2;3;1;2;3
934;1;3;4;4;4;2;2;1;3;2;3;2;4;4;2;3;3;2;2;2;3;2;2;2;2;4;4;3;4;3;4;4;4;4;4;4;3;2;2
935;0;2;3;2;3;3;2;2;3;3;2;2;3;2;2;3;3;2;2;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;3;2;0
936;0;1;3;3;3;3;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;1;3;2;2;1;1;1;1;2;3;1;2;2;2;2;2;2;0
937;1;1;2;2;2;3;2;2;2;1;1;1;2;3;1;2;4;1;1;3;1;1;3;1;2;1;1;1;2;2;2;1;2;2;1;2;2;1;1
938;0;2;3;2;2;3;2;3;2;2;2;1;3;2;1;2;2;1;2;3;2;2;3;1;3;1;1;1;1;1;1;1;2;2;1;1;3;3;1
939;1;2;3;3;3;3;3;2;2;2;3;2;3;3;2;3;2;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
940;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
941;1;2;3;3;3;3;2;2;3;3;3;2;3;3;2;2;4;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;0
942;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2
943;1;2;2;2;2;2;3;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
944;1;2;3;3;3;3;3;3;2;3;3;2;3;3;1;2;3;2;1;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
945;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
946;1;3;3;3;4;3;2;2;3;2;2;2;4;3;3;2;2;2;2;2;2;2;3;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;3
947;1;2;2;2;3;3;2;1;2;3;2;2;3;3;2;1;2;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
948;1;4;4;4;4;4;1;4;4;2;3;4;4;4;4;3;2;3;2;2;4;3;1;3;3;2;3;3;3;3;2;3;4;3;4;4;3;3;2
949;1;2;3;2;3;3;2;2;3;2;3;2;3;2;2;2;2;2;2;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;0
950;1;3;4;3;3;3;2;3;3;2;4;2;4;4;2;4;4;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3
951;1;2;3;2;2;3;1;1;2;2;2;1;3;3;1;2;3;1;2;3;1;1;3;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;1
952;1;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;3;2;2;2;2;2;0
953;1;2;3;3;3;3;3;1;2;2;3;2;3;4;1;2;2;2;2;2;2;2;3;2;1;3;2;2;3;2;3;2;2;2;2;2;2;2;0
954;0;2;4;4;4;2;2;4;3;1;3;2;4;4;2;2;2;2;1;4;3;2;4;2;4;2;2;2;4;2;2;2;2;2;2;2;2;4;3
955;1;2;3;2;2;3;1;3;2;1;2;2;3;2;1;2;1;1;1;2;2;2;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;3;0
956;1;2;3;3;3;3;2;2;3;2;2;2;3;3;3;2;3;2;2;3;2;2;3;3;2;1;1;1;1;2;1;2;1;3;3;3;2;2;0
957;1;2;2;2;2;3;3;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
958;1;2;2;2;2;3;3;2;2;2;2;2;2;3;2;2;3;2;2;3;2;2;3;2;1;2;2;2;3;2;2;2;2;2;1;2;2;1;0
959;1;2;3;2;2;3;3;4;2;2;2;2;3;2;2;2;3;2;2;3;3;2;3;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;0
960;1;2;1;1;1;3;2;1;2;1;2;1;3;2;2;1;3;2;1;1;1;1;3;1;3;1;1;2;2;1;1;1;1;2;1;2;1;1;1
961;1;3;4;4;4;4;2;4;3;3;4;3;4;4;3;3;4;2;2;3;2;2;2;2;4;2;3;2;2;2;4;2;3;2;3;3;3;2;3
962;0;1;2;1;2;1;2;2;2;2;1;3;2;2;2;2;1;1;1;2;1;1;2;2;2;1;2;1;2;1;1;1;2;2;2;2;1;2;1
963;1;2;2;2;2;3;3;4;2;2;3;2;2;3;2;2;3;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;0
964;1;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
965;0;3;3;3;3;3;2;3;3;2;2;2;3;3;2;2;3;2;2;3;3;2;3;3;3;2;2;2;2;3;2;3;3;3;3;3;2;3;3
966;1;2;3;3;2;2;3;2;2;2;2;2;3;3;2;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
967;1;2;2;2;2;3;2;2;3;2;2;2;3;4;3;2;4;2;2;3;3;2;3;2;3;2;1;2;4;2;3;2;2;1;2;2;2;1;0
968;1;2;3;3;3;3;3;2;2;3;3;2;3;3;2;3;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
969;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;0
970;1;2;3;3;3;3;3;2;2;3;2;2;2;3;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;0
971;1;2;2;2;2;3;3;4;2;3;2;2;2;3;2;1;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;3;2;0
972;1;2;2;3;3;3;2;1;2;2;2;2;3;3;2;2;2;1;2;2;2;2;3;2;1;2;2;2;2;1;2;2;1;2;1;2;1;1;0
973;1;2;3;2;2;2;2;4;2;1;2;1;2;4;2;2;2;1;1;3;1;1;3;2;2;1;2;1;1;1;2;1;1;1;1;1;1;1;1
974;1;3;3;1;3;3;2;2;2;1;2;2;1;2;2;3;2;2;3;3;2;2;2;4;1;2;2;2;3;1;3;2;2;2;1;3;2;2;0
975;1;2;2;2;2;3;3;4;1;2;2;1;3;4;2;2;3;2;2;3;2;1;3;2;4;2;2;2;2;2;1;2;2;2;1;2;2;2;0
976;1;2;3;3;2;4;3;1;3;2;3;2;3;2;2;2;3;2;2;3;3;2;3;2;3;3;3;2;3;2;3;3;3;3;2;2;2;2;3
977;1;4;4;4;3;2;2;1;3;2;3;1;3;4;1;4;3;1;4;3;1;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
978;1;3;3;3;2;3;3;3;3;2;3;2;3;4;4;2;2;2;2;3;3;2;3;2;2;3;2;2;3;2;2;2;3;2;3;2;2;2;3
979;1;3;3;4;3;3;3;2;2;3;2;1;4;4;3;3;2;2;3;3;3;2;2;4;2;4;3;2;3;2;2;2;3;2;2;4;4;2;3
980;1;2;2;2;3;4;3;4;3;2;3;3;3;4;3;2;4;3;2;2;3;2;2;3;3;2;3;3;3;2;2;2;3;3;3;3;3;3;3
981;1;3;3;3;3;3;1;2;3;2;3;2;3;2;3;3;2;2;2;1;2;2;2;3;2;2;2;2;2;2;1;2;2;2;2;3;2;1;0
982;0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;3;3;2;3;3;3;3;3;2;3;2
983;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;2;1;3;4;2;2;3;4;3;4;2;2;4;4;4;4;4;4;2
984;1;2;3;3;3;3;3;2;2;2;3;3;2;2;3;3;3;2;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3
985;0;3;4;3;3;2;2;4;3;2;3;3;3;4;3;3;4;3;2;3;3;3;2;3;4;3;4;3;1;4;2;4;3;4;3;4;2;4;2
986;1;1;2;2;3;2;1;3;1;2;1;2;1;2;1;1;2;1;1;3;1;1;4;2;4;2;2;2;2;1;2;1;1;2;1;1;2;2;1
987;1;3;2;3;2;3;2;4;2;1;2;2;3;2;2;3;2;1;4;1;3;2;3;3;4;2;2;2;2;2;1;2;2;2;2;3;2;4;0
988;1;2;3;2;2;2;2;2;2;1;3;2;2;3;1;2;3;1;1;3;2;1;3;1;2;1;2;3;1;1;1;3;3;1;1;1;2;2;1
989;1;4;4;4;4;1;1;2;4;1;4;2;4;4;2;4;3;1;1;1;3;2;1;3;2;3;2;2;3;2;2;1;3;2;2;2;1;2;3
990;1;2;2;2;2;3;3;3;2;2;2;3;3;1;4;2;3;2;1;3;3;2;2;3;3;3;3;3;3;3;2;3;3;3;2;3;2;3;3
991;0;2;3;3;3;3;1;4;2;2;2;2;3;3;2;2;3;2;2;2;3;2;3;2;4;2;2;2;2;2;2;2;2;2;2;3;2;4;3
992;1;2;2;3;3;4;3;2;2;2;2;2;3;2;2;2;4;1;1;3;1;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
993;0;3;4;4;4;4;2;4;3;4;3;2;3;4;2;3;2;2;2;3;2;2;4;2;4;2;2;2;2;2;2;2;2;3;2;3;3;4;3
994;1;2;3;3;3;4;2;2;2;2;2;2;4;3;2;3;3;1;2;2;1;1;3;2;3;1;1;1;2;1;1;1;1;2;1;2;2;2;0
995;1;3;3;3;3;2;2;4;3;2;2;2;3;2;3;3;3;2;3;2;3;2;3;3;3;3;3;3;2;3;3;3;2;3;3;3;3;2;3
996;1;2;2;2;2;3;2;1;1;2;2;1;3;4;2;2;3;2;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1
997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
998;1;2;2;2;2;2;2;4;2;3;2;1;3;2;2;2;3;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
999;1;1;2;2;2;4;1;3;2;1;3;1;4;2;1;2;4;1;1;3;2;1;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1000;1;2;4;4;2;3;2;4;1;2;4;2;4;4;2;2;4;2;2;2;2;2;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;3
1001;1;2;1;2;2;1;2;3;2;4;4;3;1;3;1;1;2;4;2;2;2;1;1;2;3;1;2;3;3;1;1;4;3;3;2;2;2;1;0
1002;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1003;1;1;3;4;3;1;1;4;2;2;1;1;1;3;1;1;1;1;1;3;2;1;4;1;3;1;1;1;2;1;1;1;1;2;1;2;1;3;1
1004;1;2;1;1;1;1;2;1;3;1;2;1;3;1;2;1;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1
1005;0;3;3;2;3;2;3;3;3;3;2;3;4;4;3;3;3;2;2;3;2;2;2;3;3;2;2;3;2;3;2;2;3;2;2;2;2;3;3
1006;1;2;2;3;3;3;1;1;2;1;2;1;2;3;2;2;3;1;2;3;2;1;4;2;2;1;1;1;2;1;1;2;1;2;1;2;2;1;1
1007;0;2;2;2;2;3;3;2;3;2;3;2;2;4;2;2;2;2;2;3;1;2;3;2;3;2;3;2;2;2;2;2;3;3;2;3;2;3;0
1008;1;2;2;2;3;2;2;3;3;4;2;2;4;3;2;3;3;2;2;3;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;0
1009;1;1;4;4;3;3;2;2;2;2;2;2;3;4;1;2;3;1;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;0
1010;0;3;3;3;3;3;3;3;3;2;2;2;3;2;2;2;3;2;3;2;2;2;4;2;2;3;3;2;3;3;3;2;3;2;2;2;2;3;3
1011;1;3;3;3;3;2;2;2;3;2;3;2;3;3;3;3;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;3
1012;1;2;3;3;3;3;3;2;3;2;3;2;3;2;2;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;3;0
1013;1;2;3;2;2;3;2;2;2;2;2;2;3;3;3;3;3;2;2;2;3;2;3;3;1;2;2;2;3;2;3;2;3;2;2;2;1;2;0
1014;1;2;2;2;3;3;2;2;2;2;2;2;3;3;2;2;3;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
1015;1;2;3;3;3;2;2;3;3;2;3;2;3;3;2;3;4;2;2;3;2;2;3;3;4;3;3;2;2;2;2;2;2;3;3;3;2;2;3
1016;0;2;2;2;1;3;3;3;3;1;1;1;3;2;1;2;2;1;2;1;2;2;3;2;4;2;2;1;2;1;3;2;2;3;1;2;2;3;0
1017;1;2;3;3;3;3;2;1;1;3;3;1;3;2;2;2;3;2;2;3;3;1;3;2;1;2;2;1;3;2;1;1;2;4;1;2;2;2;0
1018;1;3;3;4;4;1;2;3;4;1;3;3;3;4;2;3;3;1;2;3;3;2;2;3;2;2;3;2;2;2;2;2;3;3;2;3;2;3;3
1019;0;2;3;3;2;3;2;3;3;2;3;3;3;2;2;2;3;2;2;3;2;2;2;3;4;2;2;2;3;3;2;2;3;2;2;3;2;3;3
1020;1;1;3;2;2;2;3;4;2;2;2;2;2;1;2;2;2;1;1;2;2;2;3;2;4;1;1;2;3;1;1;2;2;2;2;2;1;2;0
1021;1;2;2;2;2;4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0
1022;1;2;3;3;3;3;2;3;3;3;2;3;3;3;2;2;4;3;3;2;2;2;3;2;2;1;2;2;3;3;2;3;2;3;3;2;3;2;3
1023;1;2;3;3;2;3;1;3;3;2;3;3;3;3;2;1;4;2;1;2;2;1;2;2;4;2;1;2;2;3;2;2;3;3;3;3;2;3;3
1024;1;2;2;2;2;3;2;3;2;3;2;2;3;3;2;2;2;2;2;3;3;2;2;2;2;1;1;1;1;2;1;2;2;3;1;2;1;2;0
1025;1;2;2;2;2;3;1;4;2;2;1;2;2;3;2;2;2;2;1;3;2;1;2;1;4;2;2;2;2;2;2;2;2;2;1;2;2;2;0
1026;0;3;2;3;3;2;2;4;4;2;3;2;4;2;3;4;3;2;2;3;2;2;2;3;3;3;2;2;3;2;3;2;3;3;3;3;3;3;3
1027;1;1;3;2;1;3;3;2;1;2;2;1;2;2;2;2;2;2;2;3;3;2;3;3;3;2;2;2;2;2;2;2;3;2;2;2;1;2;0
1028;1;2;3;2;3;4;2;2;2;2;1;2;2;3;2;3;3;2;2;4;2;2;4;2;3;2;2;2;3;2;3;2;2;2;2;2;2;3;0
1029;0;2;3;3;3;3;3;4;3;3;4;3;4;4;3;3;2;2;2;3;2;2;2;2;4;2;2;3;2;3;2;2;4;2;2;2;2;2;3
1030;1;3;2;3;3;2;2;2;3;2;3;3;3;3;2;3;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3
